batch,track,artists,album,popularity,explicit,uri,query
07_spanish_latin_trap,Casablanca (feat. Morad),"Baby Gang, Bobo, Morad",DELINQUENTE,,True,spotify:track:3n348I4uE5GZ3tprVdqzPO,Mora trap
07_spanish_latin_trap,ESCALOFRÍOS,Mora,MICRODOSIS,,False,spotify:track:5CVMsPYtSJ3l7UxYiI2lt7,Mora trap
07_spanish_latin_trap,Una Vez,"Bad Bunny, Mora",YHLQMDLG,,True,spotify:track:5J7teKIJGtqVypgYI6sqXj,Mora trap
07_spanish_latin_trap,PUERTO ESCONDIDO,"Young Cister, Morad",PLANES DE MEDIANOCHE,,False,spotify:track:60v76pgmo7qSx0sgz0HzOc,Mora trap
07_spanish_latin_trap,Donde CRJ - Remix,"KARBeats, Mora, JHAYCO, Yan Block, Omar Courtz",Donde CRJ (Remix),,True,spotify:track:63RgY9Eph41dal0MYH4d6V,Mora trap
07_spanish_latin_trap,Europa,"Jul, Elai, Rhove, Morad",Cœur blanc,,True,spotify:track:0Uqveszt9FgnjgE3sGsCdS,Mora trap
07_spanish_latin_trap,Medusa,"JHAYCO, Anuel AA, J Balvin",Medusa,,True,spotify:track:3qM0vBxIe4VUbK0Z0smuVP,Jhayco trap
07_spanish_latin_trap,Costear,"JHAYCO, Almighty",Famouz,,True,spotify:track:5jn8mEpU3EKjh4o8GBMSZQ,Jhayco trap
07_spanish_latin_trap,No Me Conoce - Remix,"JHAYCO, J Balvin, Bad Bunny",Famouz,,False,spotify:track:2beS6dD5rovBxSA1zYoSHR,Jhayco trap
07_spanish_latin_trap,Tokyo,JHAYCO,Timelezz,,False,spotify:track:1gYipuSzUpI6BENbGrgeid,Jhayco trap
07_spanish_latin_trap,CÓMO SE SIENTE - Remix,"JHAYCO, Bad Bunny",CÓMO SE SIENTE (Remix),,True,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,Jhayco trap
07_spanish_latin_trap,Joe,JHAYCO,Le Clique: Vida Rockstar (X),,False,spotify:track:5SHwS0L6Q1MDZluxsDsx3r,Jhayco trap
07_spanish_latin_trap,Tarot,"Bad Bunny, JHAYCO",Un Verano Sin Ti,,True,spotify:track:41oY4WCTj5kccfesTVFnvN,Jhayco trap
07_spanish_latin_trap,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, JHAYCO, Arcángel, Darell, Ñengo Flow, Brray, Joyce Santana",Only Fans (Remix),,True,spotify:track:1QaCsLoKEWVujL3owyyei4,Jhayco trap
07_spanish_latin_trap,Fiel - Remix,"Wisin, JHAYCO, Anuel AA, Los Legendarios, Myke Towers",Fiel (Remix),,True,spotify:track:43qcs9NpJhDxtG91zxFkj7,Jhayco trap
07_spanish_latin_trap,"Duki: Bzrp Music Sessions, Vol. 50/66","Bizarrap, Duki","Duki: Bzrp Music Sessions, Vol. 50/66",,False,spotify:track:7MkylDYvKTSuWgrsBhHlsG,Duki trap
07_spanish_latin_trap,Rockstar,Duki,Rockstar,,True,spotify:track:3E4ZzO4ySupnYypDPXcc3D,Duki trap
07_spanish_latin_trap,Hello Cotto,Duki,Hello Cotto,,True,spotify:track:422Avi2VjqZKCVzstKmqog,Duki trap
07_spanish_latin_trap,TRAP.N.EXPORT,"Modo Diablo, Duki, YSY A, Neo Pistea",TRAP.N.EXPORT,,True,spotify:track:3aozFlnbP7zhcJKi9O0FUz,Duki trap
07_spanish_latin_trap,Quavo #Mododiablo,"Duki, YSY A, Neo Pistea",Quavo #Mododiablo,,True,spotify:track:262lBp5MtK39jc7gQdYrVM,Duki trap
07_spanish_latin_trap,She Don't Give a Fo,"Duki, KHEA",She Don't Give a Fo,,False,spotify:track:03a359wbiUsjN9h6yzXvmS,Duki trap
07_spanish_latin_trap,Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E",YHLQMDLG,,False,spotify:track:1V8XneTrX6kKeoxYbk4x6h,Duki trap
07_spanish_latin_trap,TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),"Felp 22, Rauw Alejandro, Duki, Fuego, MC Davo",TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),,True,spotify:track:1KfIZjptrvN6jUpUzzRYiD,Duki trap
07_spanish_latin_trap,Loca - Remix,"KHEA, Bad Bunny, Duki, Cazzu",Loca Remix,,True,spotify:track:2ECIwi1a7mfokdDkkJ08Ne,Duki trap
07_spanish_latin_trap,Ayer Me Llamó Mi Ex,"KHEA, Lenny Santos",Ayer Me Llamó Mi Ex,,True,spotify:track:3ef2QlCUWO29UvqJaU3MUi,Khea trap
07_spanish_latin_trap,Cómo Le Digo,"KHEA, Omar Varela, Asan",Cómo Le Digo,,False,spotify:track:0K0soSt52EhMS9FohRObdK,Khea trap
07_spanish_latin_trap,Sola,"KHEA, Myke Towers, Dayme y El High, Alex Rose",Sola,,True,spotify:track:0gWzYwxmq9JHXINJg5pndk,Khea trap
07_spanish_latin_trap,Loca,"KHEA, Duki, Cazzu, Omar Varela, MYKKA",Loca,,True,spotify:track:0vnrhysrKKRdNYFKLAGzRc,Khea trap
07_spanish_latin_trap,hot girl bummer (with KHEA) - Khea Remix,"blackbear, KHEA",hot girl bummer (with KHEA) [Khea Remix],,True,spotify:track:0QlT8brSPmDnGGOhIKEYC8,Khea trap
07_spanish_latin_trap,"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",,True,spotify:track:3GD6eImRvT0zgr8cQnokUq,Khea trap
07_spanish_latin_trap,Khé?,"Rauw Alejandro, Romeo Santos",Cosa Nuestra,,False,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,Khea trap
07_spanish_latin_trap,"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea",BHAVILONIA,,True,spotify:track:2VZrQstXX2ax3N5s9PDCc2,Khea trap
07_spanish_latin_trap,HOLA PERDIDA,"Luck Ra, KHEA",QUE NOS FALTE TODO,,False,spotify:track:7JKptWv4YXmievid0HajID,Khea trap
08_spanish_reggaeton_dark,Reggaetón en lo Oscuro,Wisin & Yandel,"Los Campeones del Pueblo ""The Big Leagues""",,False,spotify:track:7LLXLd0pisbEAdIVK502VM,reggaeton oscuro
08_spanish_reggaeton_dark,Reggaeton oscuro,aurea1300000,Reggaeton oscuro,,True,spotify:track:6TjoBh5n8yAyzTcUMKcYig,reggaeton oscuro
08_spanish_reggaeton_dark,En Lo Oscuro,J Balvin,J Balvin Mix Tape,,False,spotify:track:5pUCe0d9dGYqcbKIciDR4S,reggaeton oscuro
08_spanish_reggaeton_dark,En Lo Oscuro,"Don Omar, Wisin & Yandel",The Last Don II,,False,spotify:track:03eqlziOWq8JcWtGlKdpGz,reggaeton oscuro
08_spanish_reggaeton_dark,Pa' Lo Oscuro,"Franco ""El Gorilla"", Wisin & Yandel, Javiah",Welcome To The Jungle,,True,spotify:track:3NJ1WyQnzdInQD99GfmkpS,reggaeton oscuro
08_spanish_reggaeton_dark,En Lo Oscuro,Sech,1 of 1,,False,spotify:track:5HsVMsv3IT1t3IdaHeCo0N,reggaeton oscuro
08_spanish_reggaeton_dark,Reggaetón Beats 2,"AFRO LIFE, Pin Music, El Benyamin Récords LLC",TROPICAL LIFE VOL.1,,True,spotify:track:2DRCdlSDiSvWtdjQEe1DMK,reggaeton oscuro
08_spanish_reggaeton_dark,Perreo a Oscuras,Cartel Sonora,Perreo a Oscuras,,False,spotify:track:1cq3F1pUz84FyFuX4ikuuO,reggaeton oscuro
08_spanish_reggaeton_dark,Pa' Lo Oscuro,"Franco ""El Gorilla"", Wisin & Yandel, Javiah",Dame Regeton,,True,spotify:track:5jgQhxkYvL6mH5OHgyyINQ,reggaeton oscuro
08_spanish_reggaeton_dark,Reggaetón Beats,"AFRO LIFE, Pin Music, El Benyamin Récords LLC",TROPICAL LIFE VOL.1,,True,spotify:track:5flA2nnbmTGYaIeX88CIlB,reggaeton oscuro
08_spanish_reggaeton_dark,Me Llama Todavia 2 (Remix),"Super Yei, Agus Padilla, Juanka, Towy, Yomo, Gotay ""El Autentiko"", Darkiel, Osquel",Me Llama Todavia 2 (Remix),,True,spotify:track:3lJ9fpbayaKDrFziV2UApI,reggaeton dark
08_spanish_reggaeton_dark,"0 Sentimientos (Remix) [feat. Baby Rasta, Darkiel, Messiah & Lyan]","Boy Wonder CF, Jon Z, Noriel, Baby Rasta, Darkiel, Messiah, LYAN, High Quality",Chosen Few: New Generation,,False,spotify:track:3gYco8uoFBmpxqYlz3Zhs7,reggaeton dark
08_spanish_reggaeton_dark,Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",Sigue Bailandome,,False,spotify:track:0GmiGIxXDNrePrHBpijYDp,reggaeton dark
08_spanish_reggaeton_dark,Tghayarti - Remake,"El Far3i, Arab Drumz",El Remake,,False,spotify:track:5EGPlP9prB1lz0xm63N4If,reggaeton dark
08_spanish_reggaeton_dark,Manifiestate,"Dani y Magneto, Alberto Style, SOG, Dj Nelo, Darkan",Colosal,,False,spotify:track:54GbDdN9rzCLAtX1TAJthy,reggaeton dark
08_spanish_reggaeton_dark,Secreto - Remix,"Amarion, Rauw Alejandro, Mora, Randy Nota Loca, Darkiel, Anonimus",Secreto (Remix),,False,spotify:track:0pc1ydCVOqDfJrEsFUorBg,reggaeton dark
08_spanish_reggaeton_dark,"La Llamada (feat. Darkiel, Almighty, Brytiago & Bryant Myers) - Remix","Trap Capos, Noriel, Darkiel, Almighty, Brytiago, Bryant Myers",Trap Capos: Season 1,,True,spotify:track:5PnE0HnlvXl3Pv7hop2FBE,reggaeton dark
08_spanish_reggaeton_dark,"Maliante Hp (Remix) [feat. Anuel Aa, Farruko, Almighty, Darkiel, Bryant Myers, Nio Garcia & Noriel]","Benny Benni, Anuel AA, Farruko, Almighty, Darkiel, Bryant Myers, Nio Garcia, Noriel","Maliante Hp (Remix) [feat. Anuel Aa, Farruko, Almighty, Darkiel, Bryant Myers, Nio Garcia & Noriel]",,True,spotify:track:3HM8I6kvuUF4aOCbSr9Mn5,reggaeton dark
08_spanish_reggaeton_dark,Reggaetón Lento (Bailemos),CNCO,Primera Cita,,False,spotify:track:3AEZUABDXNtecAOSC1qTfo,reggaeton de calle
08_spanish_reggaeton_dark,Tango del Pecado (feat. Bajofondo Tango Club & Panasuyo),"Calle 13, Bajofondo Tango Club, Panasuyo",Residente o Visitante,,True,spotify:track:6SEMpMXnOe9nvei4yk7wb7,reggaeton de calle
08_spanish_reggaeton_dark,DE CAROLINA,"Rauw Alejandro, Playero",SATURNO,,True,spotify:track:6J3kt4eAqRffh5lBuHJJSO,reggaeton de calle
08_spanish_reggaeton_dark,El Apagón,Bad Bunny,Un Verano Sin Ti,,True,spotify:track:0UvZcEfpzVyx47QsRbjyBz,reggaeton de calle
08_spanish_reggaeton_dark,El Doctorado,Tony Dize,"La Melodia de la Calle ""Updated""",,False,spotify:track:7sNPAFGaPsOiV1Hu7k6EqD,reggaeton de calle
08_spanish_reggaeton_dark,Amor de Ganster,Ivy Queen,Sentimiento (Platinum Edition),,False,spotify:track:7o9I0w35HQ9aWEyyv7kya1,reggaeton de calle
08_spanish_reggaeton_dark,My Girl,"Taïnos, Ju Lee",My Girl,,False,spotify:track:0QYTlafdPSynsEi2mgxcyV,reggaeton de calle
08_spanish_reggaeton_dark,Perreo Oscuro,"MJ Nebreda, La Goony",Arepa Mixtape,,True,spotify:track:3hglltnF8fCiB9QCh2aaV2,perreo oscuro
08_spanish_reggaeton_dark,Perreo Oscuro (El Nene Oscuro),El Nene Oscuro,Perreo Oscuro (El Nene Oscuro),,False,spotify:track:2NjEb7T4Ffes6vrBRRcDCZ,perreo oscuro
08_spanish_reggaeton_dark,Perreo Oscuro,Astro la Melodia Maestra,Perreo Oscuro,,False,spotify:track:3UEVIcuwDnHQGVBLbAqxuw,perreo oscuro
08_spanish_reggaeton_dark,Perreo,"Quentro, Tuna, Kuntay Cevizci",Perreo,,False,spotify:track:2FXVpbS6z7ctOV55h9ozCZ,perreo oscuro
08_spanish_reggaeton_dark,Perreo fantasma,Nova Jerk,Perreo Oscuro,,False,spotify:track:4iCRub9OTwOaOKysa96QdG,perreo oscuro
08_spanish_reggaeton_dark,En lo oscuro,Waldokinc El Troyano,En lo oscuro,,False,spotify:track:2jhxbmi5aklFTLYCnicUzO,perreo oscuro
08_spanish_reggaeton_dark,perreo oscuro,drakoog,perreo oscuro,,False,spotify:track:2cWqJwKZ8tAoqYjxK0KJID,perreo oscuro
08_spanish_reggaeton_dark,Perreo Intenso,EL sicario sdq,Perreo Intenso,,True,spotify:track:1MmgtVEjuMaMvTvOkb7DO0,perreo oscuro
08_spanish_reggaeton_dark,Perreo Intenso,"Ankhal, Farruko, Guaynaa, KEVVO",Perreo Intenso,,True,spotify:track:4RAgcb1gZ9bGsYRfzrUwqQ,perreo intenso
08_spanish_reggaeton_dark,Yo Perreo Sola,Bad Bunny,YHLQMDLG,,True,spotify:track:0SqqAgdovOE24BzxIClpjw,perreo intenso
08_spanish_reggaeton_dark,Candy,Plan B,Love and Sex,,False,spotify:track:2cRtuTadVm0JzoW4NNTIqI,perreo intenso
08_spanish_reggaeton_dark,Candy,Plan B,Candy,,False,spotify:track:2YAQa5dl4GWo0GuVliWvdR,perreo intenso
08_spanish_reggaeton_dark,Perreo Intenso - Prod. by Dave Produce,"Ja Rulay, Dave Produce",Perreo Intenso,,False,spotify:track:2YgCDE3UvJwrWblR7IJqPC,perreo intenso
08_spanish_reggaeton_dark,Alto Troyanaje,Waldokinc El Troyano,Nivel 2,,False,spotify:track:50qm2o9IDiRpn62f3NMzw8,perreo intenso
08_spanish_reggaeton_dark,La Quemona,Mishelle Master Boys,Ella Quiere HMM Haa HMM,,False,spotify:track:0pA39RQhWVt6IbIXwDwWeP,perreo intenso
08_spanish_reggaeton_dark,فرحه الدلوعه,ميدو مزيكا,فرحه الدلوعه,,False,spotify:track:7MvpJTCGyNgUr563uargiF,perreo intenso
08_spanish_reggaeton_dark,SINdBAD,Marwan Pablo,Sindbad,,False,spotify:track:65BnqScEUQeNnZxIhNf5jb,perreo intenso
08_spanish_reggaeton_dark,Lento,Darkiel,Lento,,False,spotify:track:0mzDYAk0vWj82yCtM5C5Rt,reggaeton lento dark
08_spanish_reggaeton_dark,Reggaetón Lento (Bailemos),CNCO,Exitos de Verano,,False,spotify:track:5VlQvKIorEWqUedD3rl4yQ,reggaeton lento dark
08_spanish_reggaeton_dark,GATITAS SANDUNGUERAS - VOL.1,"Alvaro Diaz, Feid",SAYONARA,,False,spotify:track:6BpZpCM8d8FJnVnr1IbnFL,reggaeton lento dark
08_spanish_reggaeton_dark,Calma - Remix,"Pedro Capó, Farruko",Calma (Remix),,False,spotify:track:5iwz1NiezX7WWjnCgY5TH4,reggaeton lento dark
08_spanish_reggaeton_dark,101 (Bonus),Marwan Pablo,EN7RAF,,False,spotify:track:02nPHrZ759wD7ucDxLZLZp,reggaeton lento dark
08_spanish_reggaeton_dark,Suave y Duro,"Pablo Tunes, Key-P, Big Money Music, Nuni Jam",Suave y Duro,,False,spotify:track:4jUadYeCuIn1Z0mOf1GlYe,reggaeton lento dark
08_spanish_reggaeton_dark,Midnight Lovin' Special,OOYAH,"Sex, Love & Other Drugs",,False,spotify:track:7caApdQ4PACJHsV8zzA24J,reggaeton lento dark
08_spanish_reggaeton_dark,Reggaeton Remix,DJ Elements,Reggaeton Remix,,False,spotify:track:6t5M5Zs1YZFswW87oP8as9,reggaeton remix
08_spanish_reggaeton_dark,Tempted to Touch - Reggaeton Remix,"Rupee, Daddy Yankee",Tempted to Touch (Reggaeton Remix),,False,spotify:track:1RBvBTwTJOzk58f2S2MYA8,reggaeton remix
08_spanish_reggaeton_dark,"Baila Morena (with Don Omar, Luny Tunes, Noriega) - Reggaeton Remix 2005","Hector & Tito, Noriega, Luny Tunes, Don Omar",Baila Morena (Reggaeton Mix),,False,spotify:track:6tNDaOud3ydSXFnYXgJL5J,reggaeton remix
08_spanish_reggaeton_dark,X (feat. Maluma & Ozuna) - Remix,"Nicky Jam, J Balvin, Maluma, Ozuna",X (feat. Maluma & Ozuna) [Remix],,False,spotify:track:6JjPBQfI2Y8nIjnm65X6Pw,reggaeton remix
08_spanish_reggaeton_dark,Replica,Abyusif,Genent El Ba’ar,,False,spotify:track:5OHdP4aHFLWEvayknKI746,reggaeton remix
08_spanish_reggaeton_dark,ياغايب - Reaggeton Cover,3z Production,Cover songs,,False,spotify:track:5trUKJoBfumJK62ipog1CY,reggaeton remix
08_spanish_reggaeton_dark,Nivel De Perreo,"J Balvin, Ryan Castro",Nivel De Perreo,,True,spotify:track:0nDGgXV5oI8TdAmWjUx65l,latin club reggaeton
08_spanish_reggaeton_dark,EL CLúB,Bad Bunny,DeBÍ TiRAR MáS FOToS,,True,spotify:track:0iKo4pNNjHHdKUcFARlfCa,latin club reggaeton
08_spanish_reggaeton_dark,EL CLúB,Bad Bunny,EL CLúB,,True,spotify:track:3zOgFY5kpQ6p2cwPIquZks,latin club reggaeton
08_spanish_reggaeton_dark,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",Latin Rhythm - The Best Reggeaton Club Hits,,False,spotify:track:20uYAdCEoIkSZStIfPW1TB,latin club reggaeton
08_spanish_reggaeton_dark,Latina,Sharmoofers,Latina,,False,spotify:track:42d62TnY6q3qVR5RiyaEps,latin club reggaeton
08_spanish_reggaeton_dark,Priti,"Danny Ocean, Sech",Babylon Club,,False,spotify:track:4seJa0pAQbNlbhYzxXLvm1,latin club reggaeton
08_spanish_reggaeton_dark,Baddest in Germany,Jazeek,Baddest in Germany,,True,spotify:track:68riJ0IgArc6va32ihh57s,latin club reggaeton
08_spanish_reggaeton_dark,Baila Baila Baila - Remix,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",,False,spotify:track:7mWFF4gPADjTQjC97CgFVt,latin club reggaeton
08_spanish_reggaeton_dark,AyMami,"Danny Ocean, Kenia Os",Babylon Club,,False,spotify:track:2G9IqD0eydBfEaQlNTjij8,latin club reggaeton
08_spanish_reggaeton_dark,Burn It Up (feat. Wysin & Yandell),"R. Kelly, Wysin, Yandell",Tp.3 Reloaded,,False,spotify:track:6ONZZmVuEVAAHvj0OWuVU1,latin club reggaeton
08_spanish_reggaeton_dark,Underground,Emilia,Underground,,True,spotify:track:3QWCxOv2YharMus6KbfiPJ,underground reggaeton
08_spanish_reggaeton_dark,UNDERGROUND,SINAKA,EL NUEVO SONIDO,,True,spotify:track:7KN3HN3Ebofxz6o6uYSXP7,underground reggaeton
08_spanish_reggaeton_dark,Underground,SHAGUIMAN,Underground,,False,spotify:track:2UMy2gc7gIMlqaf5jTf8d9,underground reggaeton
08_spanish_reggaeton_dark,Reggaeton Underground - Live,George Mayer,Reggaeton Underground (Live),,False,spotify:track:1XHq4LfSdN8LAAzVQiRoSs,underground reggaeton
08_spanish_reggaeton_dark,The Underground,"Ray MD, Junior eM, Nyanna",The Underground,,False,spotify:track:7eMX3L5uyLAeAJGcflm79i,underground reggaeton
08_spanish_reggaeton_dark,Dale Pal Piso,"Watussi, Ñengo Flow, Jowell & Randy",La Revelacion del Under - Back To The Underground,,False,spotify:track:5ApsoGGyfr6UTNXtTwcBjf,underground reggaeton
08_spanish_reggaeton_dark,Hey Mister - Remix,"Falo, Jowell & Randy, Watussi, Doble T y El Crok Los Pepes",Falo Edition - Back To The Underground,,False,spotify:track:4EgBmhlFjkYiteXaOxeZ7F,underground reggaeton
08_spanish_reggaeton_dark,Voltio (Live),Voltio,No Fear Live,,False,spotify:track:2bEedurM580zEQCPlKdgWu,underground reggaeton
08_spanish_reggaeton_dark,Playero Street Mix 2 Radio Version,"Alberto Stylee, Blanco, Chesina, Daddy Yankee, Mexicano, Micol y Manuel, Playero","Underground Reggaeton ""The Best Of Radio Version"", Vol. 1",,False,spotify:track:1iyS2ur2NqtiwQTSWHZq5Q,underground reggaeton
08_spanish_reggaeton_dark,UNDERGROUND IN THA HOUSE - Original Mix,Ray MD,UNDERGROUND IN THA HOUSE,,False,spotify:track:2eaYSQ3FUcQ0GidNQ6I4uZ,underground reggaeton
08_spanish_reggaeton_dark,Yo Voy (feat. Daddy Yankee),Zion & Lennox,Motivando a la Yal,,False,spotify:track:5gflgO9EPbIBf16n5TKnQS,old school reggaeton
08_spanish_reggaeton_dark,MIA (feat. Drake),"Bad Bunny, Drake",MIA (feat. Drake),,False,spotify:track:3Ueq2zboxwAbsvHrOjdEqz,old school reggaeton
08_spanish_reggaeton_dark,Just A Lil Bit,50 Cent,The Massacre,,True,spotify:track:4nva9EpKntUTs6CRSGBCn9,old school reggaeton
08_spanish_reggaeton_dark,This Is How We Do It,Montell Jordan,Best Of Montell Jordan,,False,spotify:track:6aJ90LBl96bly9zuEH1U2X,old school reggaeton
08_spanish_reggaeton_dark,Guaya Guaya,Don Omar,The Last Don II,,False,spotify:track:79zvVrn65ksbiGQxrtV4I5,old school reggaeton
08_spanish_reggaeton_dark,P.U.T.A,L'Omy,P.U.T.A,,True,spotify:track:4kaz0SHtySe7HloVysyWld,old school reggaeton
08_spanish_reggaeton_dark,EL PRINCI,Pantrera,EL PRINCI,,False,spotify:track:2RqcHMapgSruTDhKhYNadM,old school reggaeton
08_spanish_reggaeton_dark,BABY SEXUAL,"Rosyk, ValenKeef",BABY SEXUAL,,True,spotify:track:5aC9FIN305FxKiYeurfD4u,old school reggaeton
09_spanish_perreo_party,PERRO NEGRO,"Bad Bunny, Feid",nadie sabe lo que va a pasar mañana,,True,spotify:track:7iQXYTyuG13aoeHxGG28Nh,perreo
09_spanish_perreo_party,Guatauba,Plan B,Guatauba XXX,,True,spotify:track:0xJFWROBNTBL4sKEuA5pm6,perreo
09_spanish_perreo_party,Fuera Del Planeta (Remix),"Eloy, Randy Nota Loca, Zion, Jowell & Randy",Fuera Del Planeta (Remix),,False,spotify:track:3IAmbUs1NB8XwfhNYUXuLA,perreo
09_spanish_perreo_party,Perreo,VANTABLACK,Perreo,,False,spotify:track:7kyZe8CfHS85Wzz6dyw9M6,perreo
09_spanish_perreo_party,Perreo,lCE NoVA,Perreo,,False,spotify:track:4pseetYDiDWlFBDwruQ4LS,perreo
09_spanish_perreo_party,Party,"Bad Bunny, Rauw Alejandro",Un Verano Sin Ti,,True,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,reggaeton party
09_spanish_perreo_party,Gyal You a Party Animal - Remix,"Charly Black, Daddy Yankee",Gyal You a Party Animal (Remix),,False,spotify:track:3rK30dzS17JWgft6PIvEjt,reggaeton party
09_spanish_perreo_party,Te Siento,Wisin & Yandel,Reggaeton Party,,False,spotify:track:2TELOJWAKHdpwX0evDVzI6,reggaeton party
09_spanish_perreo_party,Party MJ,Cris MJ,Apocalipsis,,True,spotify:track:4tGDEdSEogH9DybbNb9bXI,reggaeton party
09_spanish_perreo_party,Party MJ,Cris MJ,Party MJ,,True,spotify:track:6sm7XqRLVN6mhJ2xxoKO1B,reggaeton party
09_spanish_perreo_party,Daytona,Cris MJ,Partyson,,True,spotify:track:2kvpHbQHp9QmcG9WhyLwco,reggaeton party
09_spanish_perreo_party,333,"Cris MJ, Yan Block",Partyson,,True,spotify:track:49D0dUFzPxmOWWmn0FoR48,reggaeton party
09_spanish_perreo_party,Ponte Bonita,Cris MJ,Partyson,,True,spotify:track:50tfayMP8ZnSiV1sPM48qD,reggaeton party
09_spanish_perreo_party,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcángel, Darell, Ñengo Flow, Brytiago, Myke Towers",105 F Remix,,True,spotify:track:1aUGxXCz9QimNkKeiJtzZ7,perreo remix
09_spanish_perreo_party,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),,False,spotify:track:5stPVcRqb4qixbafP9e8lt,perreo remix
09_spanish_perreo_party,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Yo Te Quiero Pa Mi,,False,spotify:track:17I27VXKtqXJHL6ReaG0eS,perreo remix
09_spanish_perreo_party,Parte & Choke (with Ryan Castro) - Remix,"Jombriel, Ryan Castro, Alex Krack",JOMBRIEL DE LA SUERTE,,True,spotify:track:0P3K3oluS2pxWGp9TRtjTt,perreo remix
09_spanish_perreo_party,Laliga,"DJ Totti, Shehab",Laliga,,False,spotify:track:6sxA9Z0BsDBbVsCkZAJNSF,perreo remix
09_spanish_perreo_party,Brrr Brrr Brrr,"Abo El Anwar, Marwan Pablo, Lil Baba",Brrr Brrr Brrr,,False,spotify:track:56toH670HEUhhOYEbubXYr,perreo remix
09_spanish_perreo_party,Reggaeton Banger Beat (100 BPM),Beats By Gram,Reggaeton Banger Beat (100 BPM),,False,spotify:track:0nzcb1D4qfRqPFKwUNrPml,reggaeton banger
09_spanish_perreo_party,Reggaeton,J Balvin,Latin Club Bangers,,False,spotify:track:5WoA3dzGI64yNJpgLj46XM,reggaeton banger
09_spanish_perreo_party,BANGER (Reggaeton Instrumental),SONIQ SOUNDS,BANGER (Reggaeton Instrumental),,False,spotify:track:0wCoOvp3D3KEXtNBwLYFWE,reggaeton banger
09_spanish_perreo_party,W Twoich oczach blask - Latino-Reggaeton BANGER,Banger Landia,"BANGER LANDIA – W Twoich oczach blask, (Latino-Reggaeton EDYCJA)",,False,spotify:track:6SXbWM6Bi7RbfOlKOhpvP9,reggaeton banger
09_spanish_perreo_party,Cumpleaños Reggaeton Banger,Happy Birthday Party Music,"Happy Birthday Party Music (Reggaeton Latino Mix, Vol. 1)",,False,spotify:track:2Bk1qKpXBYuxo4On96s9NH,reggaeton banger
09_spanish_perreo_party,Geb Felos,"Molotof, Marwan Pablo",Geb Felos,,False,spotify:track:4hm1dpaWye5nKpWR8MA1D7,reggaeton banger
09_spanish_perreo_party,Oly Leh | Red Bull Mazzika Salonat,"Tommyy, Houda, Red Bull Sika",Oly Leh | Red Bull Mazzika Salonat,,False,spotify:track:6Nqwv9ZxRIYyMQ2gr5NNQE,reggaeton banger
09_spanish_perreo_party,Dembow y Reggaeton,"El Alfa, Yandel, Myke Towers",DEMBO$$,,False,spotify:track:3OB01aM0Nf7tWds1TLEL3j,dembow reggaeton
09_spanish_perreo_party,Dembow y Reggaeton,"El Alfa, Yandel, Myke Towers",El Androide,,True,spotify:track:1RkBT2ylOUh3fLXyyFnWyb,dembow reggaeton
09_spanish_perreo_party,4K,"El Alfa, Darell, Noriel",4K,,False,spotify:track:1BIXs6CdkPRLytuqoXs6XN,dembow reggaeton
09_spanish_perreo_party,La Romana,"Bad Bunny, El Alfa",X 100PRE,,True,spotify:track:1khmgu0pveJbkbpbkyvcQv,dembow reggaeton
09_spanish_perreo_party,Besalo,"El Alfa, Rauw Alejandro",El Androide,,True,spotify:track:2PUdyEnqZUh3zICKE4Fu8N,dembow reggaeton
09_spanish_perreo_party,Suave (Remix),"El Alfa, Bryant Myers, Jon Z, Miky Woodz, Noriel, Plan B",El Hombre,,False,spotify:track:4phvdPGXE8MGXsTBhqB5ht,dembow reggaeton
09_spanish_perreo_party,Bing Bong,"Yailin la Mas Viral, Puyalo Pantera",Bing Bong,,True,spotify:track:0UFSU9k3EvLRyTdzW5BzGb,dembow reggaeton
09_spanish_perreo_party,Happy Birthday,"Tempo, El Alfa",Happy Birthday,,False,spotify:track:0XkGuccSfq43beHberZYKz,dembow reggaeton
09_spanish_perreo_party,Delincuente,"Tokischa, Anuel AA, Ñengo Flow",Delincuente,,True,spotify:track:2ROQe6QkIXODJRx0y8UjzV,dembow reggaeton
